Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description;Goal;top_n_goal_id
1336;12;Social Welfare;12.6;Scholarship availed by Students of 1-10th Standard during 2019-20;Girls,High School 9-10th Standard,Backward Classes students;End poverty in all its forms everywhere;1
1337;12;Social Welfare;12.6;Scholarship availed by Students of 1-10th Standard during 2019-20;Total,High School 9-10th Standard,Backward Classes students;End poverty in all its forms everywhere;1
1338;12;Social Welfare;12.6;Scholarship availed by Students of 1-10th Standard during 2019-20;Boys,1-10th Standard,Minorities;End poverty in all its forms everywhere;1
1339;12;Social Welfare;12.6;Scholarship availed by Students of 1-10th Standard during 2019-20;Girls,1-10th Standard,Minorities;End poverty in all its forms everywhere;1
1340;12;Social Welfare;12.6;Scholarship availed by Students of 1-10th Standard during 2019-20;Total,1-10th Standard,Minorities;End poverty in all its forms everywhere;1
1527;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Percentage to State Pensioners,Indira Gandhi National Old Age Pension Scheme;End poverty in all its forms everywhere;1
1528;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners,Indra Gandhi National Widow Pension Scheme;End poverty in all its forms everywhere;1
1531;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners Upto 75% Disability,Indira Gandhi National Disabled Pension Scheme;End poverty in all its forms everywhere;1
1533;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Total,Indira Gandhi National Disabled Pension Scheme;End poverty in all its forms everywhere;1
1536;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners,Sandhya Suraksha;End poverty in all its forms everywhere;1
1538;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners,Mythri Pension Scheme;End poverty in all its forms everywhere;1
1540;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners,Manaswini Pension Scheme;End poverty in all its forms everywhere;1
1542;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners,Farmers widow Pension Scheme;End poverty in all its forms everywhere;1
1224;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1225;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1226;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1227;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1230;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1231;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1232;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1233;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1236;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Pre-Matric;End poverty in all its forms everywhere;1
1237;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Pre-Matric;End poverty in all its forms everywhere;1
1238;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Pre-Matric;End poverty in all its forms everywhere;1
1239;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Pre-Matric;End poverty in all its forms everywhere;1
1242;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1243;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1244;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1245;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1248;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1249;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1250;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1251;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1254;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1255;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1256;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1257;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1260;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Pre-Matric;End poverty in all its forms everywhere;1
1261;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Pre-Matric;End poverty in all its forms everywhere;1
1262;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Pre-Matric;End poverty in all its forms everywhere;1
1263;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Pre-Matric;End poverty in all its forms everywhere;1
1266;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1267;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1268;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1269;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1272;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1273;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1274;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1275;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Pre-Matric;End poverty in all its forms everywhere;1
1278;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1279;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1280;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1281;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Post-Matric;End poverty in all its forms everywhere;1
1284;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Pre-matric;End poverty in all its forms everywhere;1
1285;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Pre-matric;End poverty in all its forms everywhere;1
1286;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Pre-matric;End poverty in all its forms everywhere;1
1287;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Pre-matric;End poverty in all its forms everywhere;1
1290;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1291;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1292;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1293;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Post-Matric;End poverty in all its forms everywhere;1
1525;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners,Indira Gandhi National Old Age Pension Scheme;End poverty in all its forms everywhere;1
1530;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Percentage to State Pensioners,Indra Gandhi National Widow Pension Scheme;End poverty in all its forms everywhere;1
1532;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners Above 75% Disability,Indira Gandhi National Disabled Pension Scheme;End poverty in all its forms everywhere;1
1535;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Percentage to State Pensioners,Indira Gandhi National Disabled Pension Scheme;End poverty in all its forms everywhere;1
390;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Total Food Grains,Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
391;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;% of under food grains to total area sown;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
465;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;Total Food Grains,Production of Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
466;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;% of food grains production to state total;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
520;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Total Food Grains,Yield of Pulses In Kgs Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
334;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Geographical Area;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
335;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Forest;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
336;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;% of Forest Area to Geographical Area;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
337;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Non agricultural uses,Land not available for Cultivation;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
338;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Barren Uncultivatable Land,Land not available for Cultivation;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
339;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Total,Land not available for Cultivation;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
340;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;% of Land not available for Cultivation to Geographical Area,Land not available for Cultivation;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
341;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Cultivable waste,Other Uncultivated Land;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
342;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Permanent Pasture,Other Uncultivated Land;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
343;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;% of Permanent Pasture to Geographical Area,Other Uncultivated Land;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
344;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Trees and Groves,Other Uncultivated Land;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
345;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Total,Other Uncultivated Land;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
346;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Current,Fallow Land;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
347;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Other,Fallow Land;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
348;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Total,Fallow Land;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
349;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Net,Area sown;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
350;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;More than Once,Area sown;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
351;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Total,Area sown;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
352;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Net area Sown to Geographical Area,Area sown;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
353;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Length in kms,canals,Gross and Gross Net Area Irrigated;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
354;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,canals,Gross and Gross Net Area Irrigated;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
355;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,canals,Gross and Gross Net Area Irrigated;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
356;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Nos,Tanks,Gross and Gross Net Area Irrigated;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
357;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Tanks,Gross and Gross Net Area Irrigated;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
358;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Tanks,Gross and Gross Net Area Irrigated;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
359;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Nos,Open,Gross and Gross Net Area Irrigated;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
360;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Open,Gross and Gross Net Area Irrigated;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
361;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Open,Gross and Gross Net Area Irrigated;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
362;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Nos,Tube wells,Gross Net Area Irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
363;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Tube wells,Gross Net Area Irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
364;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Tube wells,Gross Net Area Irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
365;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Nos,Lift Irrigation,Gross Net Area Irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
366;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Lift Irrigation,Gross Net Area Irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
367;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Net Area Irrigated,Lift Irrigation,Gross Net Area Irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
368;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Gross Net Area Irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
369;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Gross Net Area Irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
370;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Total,Gross Net Area Irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
371;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Total,Gross Net Area Irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
372;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;% of Gross Net Area Irrigated to Gross Net Area Sown;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
373;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Paddy,Area under Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
374;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Jowar,Area under Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
375;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Bajra,Area under Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
376;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Maize,Area under Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
377;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Ragi,Area under Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
378;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Wheat,Area under Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
379;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Others Cereals,Area under Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
380;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Area under Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
381;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Tur,Area Under Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
382;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Horse Gram,Area Under Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
383;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Black Gram,Area Under Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
384;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Green Gram,Area Under Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
385;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Avare,Area Under Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
386;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Cowpea,Area Under Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
387;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Bengal Gram,Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
388;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Other Pulses,Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
389;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Total Pulses including Tur Bengal Gram,Pulses;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
392;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Total Area of Flower Crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
393;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Ground Nut,oil seeds;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
394;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Sun Flower,oil seeds;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
395;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Saf flower,oil seeds;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
396;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Castor,oil seeds;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
397;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Sesamum,oil seeds;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
398;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Niger,oil seeds;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
399;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Soyabean,oil seeds;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
400;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Linseed,oil seeds;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
401;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Other Oil seeds,oil seeds;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
402;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Total Oil Seeds,oil seeds;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
403;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;% of areaunder Oil Seeds to Total Area Sown;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
404;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Banana,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
405;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Mango,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
406;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Lemon,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
407;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Pineapple,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
408;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Guava,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
409;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Grapes,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
410;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Sapota,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
411;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Pomogranate,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
412;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Papaya,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
413;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Oranage,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
414;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Watermelon,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
415;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Others,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
416;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Total,Fruits;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
417;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Tomato,Vegetables;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
418;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Brinjal,Vegetables;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
419;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Cucumber,Vegetables;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
420;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Beans,Vegetables;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
