Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description;Goal;top_n_goal_id
1068;10;Education;10.8;No.of Children in the age group 6 to 14 years and No of Children out of school 2019-20;Girls,No.of Children Out of school in age group 6 to 14 years, No.of Children in the age group 6 to 14 years and No of Children out of school 2019-20, Education;"Achieve gender equality and empower all women and
girls";5
1073;10;Education;10.9;Infrastructure Facilities in Primary Schools Lower and Upper on 31-03-2020 In Numbers;Girls Toilet, Infrastructure Facilities in Primary Schools Lower and Upper on 31-03-2020 In Numbers, Education;"Achieve gender equality and empower all women and
girls";5
1083;10;Education;10.10;Infrastructure Facilities in High Schools on 31-03-2020 In Numbers;Girls Toilet, Infrastructure Facilities in High Schools on 31-03-2020 In Numbers, Education;"Achieve gender equality and empower all women and
girls";5
1095;10;Education;10.11;No.of Pre University Colleges Students and Lecturers 2019-20;Girls,Government,No.Of Students 1st and 2nd Year, No.of Pre University Colleges Students and Lecturers 2019-20, Education;"Achieve gender equality and empower all women and
girls";5
1097;10;Education;10.11;No.of Pre University Colleges Students and Lecturers 2019-20;Girls,Aided,Private,No.Of Students 1st and 2nd Year, No.of Pre University Colleges Students and Lecturers 2019-20, Education;"Achieve gender equality and empower all women and
girls";5
1099;10;Education;10.11;No.of Pre University Colleges Students and Lecturers 2019-20;Girls,Unaided,Private,No.Of Students 1st and 2nd Year, No.of Pre University Colleges Students and Lecturers 2019-20, Education;"Achieve gender equality and empower all women and
girls";5
19;1;General Information;1.4;Police Stations Prisons and Prisoners on 31-3-2020 in numbers Prisons and Prisoners;Female,Prisoners,Prisons and Prisoners, Police Stations Prisons and Prisoners on 31-3-2020 in numbers Prisons and Prisoners, General Information;"Achieve gender equality and empower all women and
girls";5
80;2;Area and Population;2.1;Population 2011 Census;Female,Population, Population 2011 Census, Area and Population;"Achieve gender equality and empower all women and
girls";5
85;2;Area and Population;2.1;Projected Population for 2021;Female,Population, Projected Population for 2021, Area and Population;"Achieve gender equality and empower all women and
girls";5
89;2;Area and Population;2.2;Rural and Urban Population and Decadal Change;Female,Rural,Population 2011, Rural and Urban Population and Decadal Change, Area and Population;"Achieve gender equality and empower all women and
girls";5
92;2;Area and Population;2.2;Rural and Urban Population and Decadal Change;Female,Urban,Population 2011, Rural and Urban Population and Decadal Change, Area and Population;"Achieve gender equality and empower all women and
girls";5
125;2;Area and Population;2.6;Scheduled Caste Population and Decadal Change;Female,Rural,Scheduled Caste Population 2011, Scheduled Caste Population and Decadal Change, Area and Population;"Achieve gender equality and empower all women and
girls";5
128;2;Area and Population;2.6;Scheduled Caste Population and Decadal Change;Female,Urban,Scheduled Caste Population 2011, Scheduled Caste Population and Decadal Change, Area and Population;"Achieve gender equality and empower all women and
girls";5
141;2;Area and Population;2.8;Scheduled Tribe Population and Decadal Change;Female,Rural,Scheduled Tribe Population 2011, Scheduled Tribe Population and Decadal Change, Area and Population;"Achieve gender equality and empower all women and
girls";5
144;2;Area and Population;2.8;Scheduled Tribe Population and Decadal Change;Female,Urban,Scheduled Tribe Population 2011, Scheduled Tribe Population and Decadal Change, Area and Population;"Achieve gender equality and empower all women and
girls";5
164;2;Area and Population;2.11;Age wise Population per 2011 Census and Projected population of 2021;Female,0-14 2011, Age wise Population per 2011 Census and Projected population of 2021, Area and Population;"Achieve gender equality and empower all women and
girls";5
1389;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;No. of Registered and Distributed Job Cards, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;"Achieve gender equality and empower all women and
girls";5
1390;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;No. of Householdsdemanded Employment, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;"Achieve gender equality and empower all women and
girls";5
1391;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Number of Households Provided employement, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;"Achieve gender equality and empower all women and
girls";5
1392;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Male,Man days Generated In Lakhs, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;"Achieve gender equality and empower all women and
girls";5
1393;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Female,Man days Generated In Lakhs, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;"Achieve gender equality and empower all women and
girls";5
1394;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Total,Man days Generated In Lakhs, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;"Achieve gender equality and empower all women and
girls";5
1395;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Number of Households Completed 100 days of employment, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;"Achieve gender equality and empower all women and
girls";5
98;2;Area and Population;2.3;Sex Ratio;Total,Sex Ratio 2001, Sex Ratio, Area and Population;"Achieve gender equality and empower all women and
girls";5
99;2;Area and Population;2.3;Sex Ratio;Rural,Sex Ratio 2001, Sex Ratio, Area and Population;"Achieve gender equality and empower all women and
girls";5
100;2;Area and Population;2.3;Sex Ratio;Urban,Sex Ratio 2001, Sex Ratio, Area and Population;"Achieve gender equality and empower all women and
girls";5
101;2;Area and Population;2.3;Sex Ratio;Total,Sex Ratio 2011, Sex Ratio, Area and Population;"Achieve gender equality and empower all women and
girls";5
102;2;Area and Population;2.3;Sex Ratio;Rural,Sex Ratio 2011, Sex Ratio, Area and Population;"Achieve gender equality and empower all women and
girls";5
103;2;Area and Population;2.3;Sex Ratio;Urban,Sex Ratio 2011, Sex Ratio, Area and Population;"Achieve gender equality and empower all women and
girls";5
104;2;Area and Population;2.3;Sex Ratio;Decadal Change in % 2001-2011, Sex Ratio, Area and Population;"Achieve gender equality and empower all women and
girls";5
117;2;Area and Population;2.5;Child Sex Ratio 0-6 Years;Total,Child Sex Ratio 0-6 Years 2001, Child Sex Ratio 0-6 Years, Area and Population;"Achieve gender equality and empower all women and
girls";5
118;2;Area and Population;2.5;Child Sex Ratio 0-6 Years;Rural,Child Sex Ratio 0-6 Years 2001, Child Sex Ratio 0-6 Years, Area and Population;"Achieve gender equality and empower all women and
girls";5
119;2;Area and Population;2.5;Child Sex Ratio 0-6 Years;Urban,Child Sex Ratio 0-6 Years 2001, Child Sex Ratio 0-6 Years, Area and Population;"Achieve gender equality and empower all women and
girls";5
1379;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Persons Skilled,Self Employment Programme,Employment through Skill Training Placement Estp, Skill Development and Self Employment at the end of 31-03-2020 Cumulative, Rural Development and Panchayat Raj;"Achieve gender equality and empower all women and
girls";5
1380;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Groups Skilled,Self Employment Programme,Employment through Skill Training Placement Estp, Skill Development and Self Employment at the end of 31-03-2020 Cumulative, Rural Development and Panchayat Raj;"Achieve gender equality and empower all women and
girls";5
1381;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Chief Minister Kaushalya Karnataka Yojane Cmkky,Ksdc Karnataka Skill Development Corporation, Skill Development and Self Employment at the end of 31-03-2020 Cumulative, Rural Development and Panchayat Raj;"Achieve gender equality and empower all women and
girls";5
1549;17;Other Information;17.3;Registration of Births and Deaths;Transgender,Births,Registered events 2019, Registration of Births and Deaths, Other Information;"Achieve gender equality and empower all women and
girls";5
1553;17;Other Information;17.3;Registration of Births and Deaths;Transgender,Deaths,Registered events 2019, Registration of Births and Deaths, Other Information;"Achieve gender equality and empower all women and
girls";5
1557;17;Other Information;17.3;Registration of Births and Deaths;Transgender,Births,Late Registered events 2019, Registration of Births and Deaths, Other Information;"Achieve gender equality and empower all women and
girls";5
1228;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Pre-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;"Achieve gender equality and empower all women and
girls";5
1229;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Pre-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;"Achieve gender equality and empower all women and
girls";5
1234;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Post-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;"Achieve gender equality and empower all women and
girls";5
21;1;General Information;1.5;No. of Fire Stations on 31-3-2020;Working Fire Brigade Water Tankers, No. of Fire Stations on 31-3-2020, General Information;Ensure availability and sustainable management of water and sanitation for all;6
1012;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Water Bound Macadam Road,Panchayat Roads,Length of Rural Roads In Kms., Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative, Transport and Communication;Ensure availability and sustainable management of water and sanitation for all;6
1078;10;Education;10.9;Infrastructure Facilities in Primary Schools Lower and Upper on 31-03-2020 In Numbers;Drinking Water, Infrastructure Facilities in Primary Schools Lower and Upper on 31-03-2020 In Numbers, Education;Ensure availability and sustainable management of water and sanitation for all;6
1088;10;Education;10.10;Infrastructure Facilities in High Schools on 31-03-2020 In Numbers;Drinking Water, Infrastructure Facilities in High Schools on 31-03-2020 In Numbers, Education;Ensure availability and sustainable management of water and sanitation for all;6
1396;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;Total Number of Habitations, Habitations Having drinking water facility on 31-3-2020, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1397;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;>0 - <25%,No. of Habitations having drinking water facilities, Habitations Having drinking water facility on 31-3-2020, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1398;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;>25 - <50%,No. of Habitations having drinking water facilities, Habitations Having drinking water facility on 31-3-2020, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1399;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;>50 - <75%,No. of Habitations having drinking water facilities, Habitations Having drinking water facility on 31-3-2020, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1400;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;>75 - <100%,No. of Habitations having drinking water facilities, Habitations Having drinking water facility on 31-3-2020, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1401;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;>100%,No. of Habitations having drinking water facilities, Habitations Having drinking water facility on 31-3-2020, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1389;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;No. of Registered and Distributed Job Cards, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1390;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;No. of Householdsdemanded Employment, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1391;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Number of Households Provided employement, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1392;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Male,Man days Generated In Lakhs, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1393;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Female,Man days Generated In Lakhs, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1394;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Total,Man days Generated In Lakhs, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1395;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Number of Households Completed 100 days of employment, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1011;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Pucca Road,Panchayat Roads,Length of Rural Roads In Kms., Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative, Transport and Communication;Ensure availability and sustainable management of water and sanitation for all;6
1013;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Kaccha Road,Panchayat Roads,Length of Rural Roads In Kms., Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative, Transport and Communication;Ensure availability and sustainable management of water and sanitation for all;6
580;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Sc,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;Ensure availability and sustainable management of water and sanitation for all;6
581;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;St,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;Ensure availability and sustainable management of water and sanitation for all;6
582;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Others,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;Ensure availability and sustainable management of water and sanitation for all;6
583;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Total,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;Ensure availability and sustainable management of water and sanitation for all;6
584;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Sc,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;Ensure availability and sustainable management of water and sanitation for all;6
585;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;St,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;Ensure availability and sustainable management of water and sanitation for all;6
586;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Others,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;Ensure availability and sustainable management of water and sanitation for all;6
587;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Total,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;Ensure availability and sustainable management of water and sanitation for all;6
1349;13;Women & Child Development;13.2;Loan and revolving fund availed from the Bank and Government since inception to 31-3-2020;Total Loan availed from Banks Rs. In Crores,Self Help Groups, Loan and revolving fund availed from the Bank and Government since inception to 31-3-2020, Women & Child Development;Ensure availability and sustainable management of water and sanitation for all;6
1358;13;Women & Child Development;13.4;No. of Anganawadi Centres as on 31-3-2020;Other,Anganawadi Centres, No. of Anganawadi Centres as on 31-3-2020, Women & Child Development;Ensure availability and sustainable management of water and sanitation for all;6
967;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Society,Marketin, Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers, Co-Operation and Agricultural Marketing;Ensure availability and sustainable management of water and sanitation for all;6
968;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Members,Marketin, Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers, Co-Operation and Agricultural Marketing;Ensure availability and sustainable management of water and sanitation for all;6
976;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Members,Total, Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers, Co-Operation and Agricultural Marketing;Ensure availability and sustainable management of water and sanitation for all;6
969;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Society,Housing, Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers, Co-Operation and Agricultural Marketing;Ensure availability and sustainable management of water and sanitation for all;6
970;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Members,Housing, Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers, Co-Operation and Agricultural Marketing;Ensure availability and sustainable management of water and sanitation for all;6
971;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Society,Milk, Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers, Co-Operation and Agricultural Marketing;Ensure availability and sustainable management of water and sanitation for all;6
972;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Member,Milk, Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers, Co-Operation and Agricultural Marketing;Ensure availability and sustainable management of water and sanitation for all;6
973;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Society,Others, Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers, Co-Operation and Agricultural Marketing;Ensure availability and sustainable management of water and sanitation for all;6
974;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Members,Others, Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers, Co-Operation and Agricultural Marketing;Ensure availability and sustainable management of water and sanitation for all;6
975;8;Co-Operation and Agricultural Marketing;8.4;Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers;Socie,Total, Non-Credit Co-operative Socities on 31-03-2020 In Cumulative Numbers, Co-Operation and Agricultural Marketing;Ensure availability and sustainable management of water and sanitation for all;6
1341;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;No. Of Stree Shakti Self Help Groups, Stree Shakthi self help groups members till 31-03-2020, Women & Child Development;Ensure availability and sustainable management of water and sanitation for all;6
1342;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;% of Self help groups to state total, Stree Shakthi self help groups members till 31-03-2020, Women & Child Development;Ensure availability and sustainable management of water and sanitation for all;6
1343;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;No. of Sc Women,Self Help Group Members, Stree Shakthi self help groups members till 31-03-2020, Women & Child Development;Ensure availability and sustainable management of water and sanitation for all;6
1403;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Borewells drilled in 2019-20,Bore Wells drilled, Drinking Water Supply Facilities on 31-03-2020, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1404;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Total Borewells on 31-3-2020,Bore Wells drilled, Drinking Water Supply Facilities on 31-03-2020, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1406;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Total Pwss,Piped Water Supply Schemes, Drinking Water Supply Facilities on 31-03-2020, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1402;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;% of habitations having more than 50 Lpcd, Habitations Having drinking water facility on 31-3-2020, Rural Development and Panchayat Raj;Ensure availability and sustainable management of water and sanitation for all;6
1188;11;Health & Family Welfare Services;11.4;Family Welfare Services In numbers;Vasectomy,Sterlisation during 2019-20, Family Welfare Services In numbers, Health & Family Welfare Services;Ensure availability and sustainable management of water and sanitation for all;6
1190;11;Health & Family Welfare Services;11.4;Family Welfare Services In numbers;I.u.d users,Users of Family Welfare Services during 2019-20, Family Welfare Services In numbers, Health & Family Welfare Services;Ensure availability and sustainable management of water and sanitation for all;6
1191;11;Health & Family Welfare Services;11.4;Family Welfare Services In numbers;C.C.users,Users of Family Welfare Services during 2019-20, Family Welfare Services In numbers, Health & Family Welfare Services;Ensure availability and sustainable management of water and sanitation for all;6
1192;11;Health & Family Welfare Services;11.4;Family Welfare Services In numbers;O.p users,Users of Family Welfare Services during 2019-20, Family Welfare Services In numbers, Health & Family Welfare Services;Ensure availability and sustainable management of water and sanitation for all;6
1151;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Nos.,Taluk Hospitals, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;Ensure availability and sustainable management of water and sanitation for all;6
1152;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Beds,Taluk Hospitals, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;Ensure availability and sustainable management of water and sanitation for all;6
1011;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Pucca Road,Panchayat Roads,Length of Rural Roads In Kms., Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative, Transport and Communication;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1012;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Water Bound Macadam Road,Panchayat Roads,Length of Rural Roads In Kms., Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative, Transport and Communication;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1013;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Kaccha Road,Panchayat Roads,Length of Rural Roads In Kms., Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative, Transport and Communication;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1014;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Total Road,Panchayat Roads,Length of Rural Roads In Kms., Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative, Transport and Communication;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1015;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;Total No.of Habitations,No.of Habitations access to all weather roads, Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative, Transport and Communication;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1016;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;No.of Habitations access to all weather roads, Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative, Transport and Communication;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1017;9;Transport and Communication;9.3;Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative;% of Habitations access to all weather roads,No.of Habitations access to all weather roads, Length of Rural Roads and Number of Habitations having access to All Weather Roads on 31-03-2020 Cumulative, Transport and Communication;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1419;15;Housing;15.2;Households by Source of Lighting per 2011 Census in Percentage;Solar Energy %, Households by Source of Lighting per 2011 Census in Percentage, Housing;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1478;16;Energy;16.1;No. of Electrified Villages Hamlets Sets on 31-03-2020;Beneficiries under Bhagyajyoti Kutirajyoti, No. of Electrified Villages Hamlets Sets on 31-03-2020, Energy;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1479;16;Energy;16.1;No. of Electrified Villages Hamlets Sets on 31-03-2020;Villages,Electrified, No. of Electrified Villages Hamlets Sets on 31-03-2020, Energy;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1480;16;Energy;16.1;No. of Electrified Villages Hamlets Sets on 31-03-2020;Hamlets,Electrified, No. of Electrified Villages Hamlets Sets on 31-03-2020, Energy;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1481;16;Energy;16.1;No. of Electrified Villages Hamlets Sets on 31-03-2020;I.p. Sets,Electrified, No. of Electrified Villages Hamlets Sets on 31-03-2020, Energy;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1482;16;Energy;16.1;No. of Electrified Villages Hamlets Sets on 31-03-2020;Villages,Non Electrified, No. of Electrified Villages Hamlets Sets on 31-03-2020, Energy;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1483;16;Energy;16.1;No. of Electrified Villages Hamlets Sets on 31-03-2020;Hamlets,Non Electrified, No. of Electrified Villages Hamlets Sets on 31-03-2020, Energy;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1484;16;Energy;16.1;No. of Electrified Villages Hamlets Sets on 31-03-2020;I.p. Sets,Non Electrified, No. of Electrified Villages Hamlets Sets on 31-03-2020, Energy;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1485;16;Energy;16.2;Sectorwise number of Electricity Consumers on 31-03-2020;Ht,Domestic, Sectorwise number of Electricity Consumers on 31-03-2020, Energy;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
1486;16;Energy;16.2;Sectorwise number of Electricity Consumers on 31-03-2020;Lt,Domestic, Sectorwise number of Electricity Consumers on 31-03-2020, Energy;"Ensure access to affordable, reliable, sustainable and modern energy
for all";7
